Tamanho do Pacote (bytes),Porta de Origem,Porta de Destino
367,443,64537
692,443,64537
87,443,64537
93,64537,443
1024,64537,443
182,443,64537
87,443,64537
91,443,64537
87,443,64537
94,64537,443
91,55170,443
87,443,55170
91,52421,443
128,443,55170
94,55170,443
93,55170,443
93,55170,443
93,55170,443
93,55170,443
93,55170,443
93,55170,443
94,55170,443
94,55170,443
94,55170,443
94,55170,443
94,55170,443
94,55170,443
94,55170,443
94,55170,443
94,55170,443
94,55170,443
94,55170,443
94,55170,443
88,443,52421
99,55170,443
94,55170,443
94,55170,443
94,55170,443
94,55170,443
94,55170,443
909,443,55170
94,55170,443
94,55170,443
1176,443,55170
560,443,55170
91,64537,443
94,55170,443
95,55170,443
915,443,64537
97,64537,443
314,443,64537
87,443,55170
94,64537,443
214,59727,6667
86,443,64537
86,443,64537
91,52421,443
367,54421,443
88,443,52421
92,443,54421
95,54421,443
92,54421,443
97,54421,443
788,443,54421
88,443,54421
116,443,54421
94,54421,443
94,54421,443
141,54421,443
87,443,54421
91,52421,443
92,443,54421
88,443,52421
95,54421,443
98,54421,443
96,443,54421
88,443,54421
94,54421,443
174,443,54421
95,54421,443
92,54421,443
88,443,54421
89,443,54421
91,52421,443
88,443,52421
91,52421,443
88,443,52421
275,54421,443
93,443,54421
95,54421,443
212,443,54421
88,443,54421
327,443,54421
98,54421,443
94,54421,443
95,54421,443
88,443,54421
91,52421,443
88,443,52421
91,52421,443
88,443,52421
97,52672,53
97,65090,53
97,61953,53
451,55170,443
248,55170,443
191,55170,443
188,55170,443
192,55170,443
154,53,61953
113,53,65090
125,53,52672
92,443,55170
92,443,55170
95,55170,443
92,443,55170
95,55170,443
230,55170,443
129,443,61036
101,61036,443
224,61036,443
501,55170,443
1036,443,55170
85,443,55170
94,55170,443
565,55170,443
94,61036,443
204,443,55170
84,443,55170
98,55170,443
1010,443,61036
183,443,61036
92,443,55170
87,443,55170
87,443,55170
87,443,55170
87,443,55170
87,443,55170
87,443,55170
93,61036,443
97,443,55170
98,55170,443
92,55170,443
84,443,55170
97,55170,443
104,443,55170
84,443,55170
98,55170,443
97,443,55170
84,443,55170
98,55170,443
86,443,61036
91,443,55170
87,443,55170
94,55170,443
87,443,55170
87,443,55170
681,443,55170
98,55170,443
159,443,55170
95,55170,443
98,55170,443
274,443,55170
95,55170,443
98,55170,443
95,55170,443
94,55170,443
95,55170,443
87,443,55170
96,55170,443
732,55170,443
92,443,55170
95,55170,443
85,443,55170
96,55170,443
91,55170,443
88,443,55170
98,55170,443
94,55170,443
755,443,55170
95,55170,443
88,443,55170
92,62042,53
92,61326,53
92,61086,53
291,59437,443
233,59437,443
245,59437,443
93,64008,53
93,57008,53
93,57140,53
120,53,62042
108,53,61326
149,53,61086
166,53,64008
154,53,57008
195,53,57140
90,443,59437
97,59437,443
93,59437,443
93,59437,443
93,59437,443
93,59437,443
93,59437,443
93,59437,443
93,59437,443
93,59437,443
93,59437,443
93,59437,443
93,59437,443
93,59437,443
93,59437,443
377,443,59437
93,59437,443
93,59437,443
86,55988,443
86,55990,443
928,443,55404
102,55404,443
101,55404,443
102,55404,443
145,55404,443
135,55404,443
1023,55404,443
86,443,59437
1074,443,55918
162,443,59437
101,55918,443
101,55918,443
97,59437,443
92,59437,443
97,59437,443
145,55918,443
84,443,59437
132,55918,443
962,55918,443
237,55918,443
211,55918,443
86,443,55988
74,55988,443
86,443,55990
74,55990,443
94,59437,443
1001,443,55404
183,443,55404
94,55404,443
89,443,55404
1003,443,55918
183,443,55918
86,443,59437
93,55918,443
89,443,55918
90,443,55918
93,55918,443
74,443,55988
97,55918,443
74,443,55988
97,55918,443
1143,443,55918
97,55918,443
94,55404,443
74,443,55990
74,443,55990
87,443,59437
94,55918,443
97,55404,443
93,55404,443
93,55404,443
91,52421,443
85,443,55918
93,55404,443
93,55404,443
546,443,55988
74,55988,443
148,55988,443
93,55404,443
93,55404,443
93,55404,443
93,55404,443
93,55404,443
707,443,55990
74,55990,443
93,55404,443
93,55404,443
148,55990,443
93,55404,443
93,55404,443
86,443,55918
93,55404,443
93,55404,443
93,55404,443
93,55404,443
93,55404,443
93,55404,443
1134,443,55404
74,443,55988
1028,443,55988
98,55404,443
88,443,52421
74,443,55990
1030,443,55990
230,443,55404
93,55404,443
93,55404,443
93,55404,443
93,55404,443
93,55404,443
94,55404,443
94,55404,443
74,55988,443
212,55918,443
74,55990,443
87,443,55404
175,443,55918
97,55918,443
91,59437,443
86,443,55918
87,443,59437
487,55170,443
95,60681,53
95,50734,53
95,62397,53
145,53,62397
123,53,60681
111,53,50734
97,59437,443
93,59437,443
93,59437,443
93,59437,443
93,59437,443
93,59437,443
94,59437,443
94,59437,443
94,59437,443
94,59437,443
94,59437,443
94,59437,443
94,59437,443
94,59437,443
94,59437,443
94,59437,443
94,59437,443
94,59437,443
134,443,55170
84,443,55170
98,55170,443
94,59437,443
94,59437,443
99,59437,443
632,443,59437
95,55170,443
95,59437,443
87,443,59437
88,443,55170
86,55991,443
783,443,56756
101,56756,443
230,56756,443
452,56756,443
87,443,59437
632,443,59437
96,59437,443
86,443,55991
74,55991,443
693,443,56756
183,443,56756
93,56756,443
89,443,56756
94,56756,443
635,55170,443
74,443,55991
74,443,55991
387,443,55991
92,443,55170
74,55991,443
138,55991,443
95,55170,443
74,443,55991
690,443,55991
98,55170,443
519,443,55170
117,443,55170
74,55991,443
95,55170,443
91,56756,443
331,443,56756
97,56756,443
92,56756,443
97,56756,443
83,443,56756
88,443,55170
94,56756,443
85,443,56756
85,443,56756
86,55992,443
101,62447,443
102,62447,443
99,62447,443
86,443,55992
74,55992,443
791,443,62447
226,62447,443
114,62447,443
798,443,62447
74,443,55992
74,443,55992
693,443,62447
183,443,62447
85,443,62447
89,443,62447
229,62447,443
95,62447,443
95,62447,443
96,62447,443
87,443,62447
387,443,55992
74,55992,443
138,55992,443
74,443,55992
690,443,55992
74,55992,443
669,55170,443
214,59727,6667
100,65152,53
100,53143,53
100,62540,53
626,443,62447
97,62447,443
175,443,62447
156,53,65152
178,53,62540
144,53,53143
278,55170,443
92,443,55170
95,55170,443
94,62447,443
86,443,62447
92,443,55170
643,443,55170
108,443,55170
98,55170,443
95,55170,443
101,51323,53
101,60752,53
101,57537,53
88,443,55170
158,53,57537
213,53,51323
309,53,60752
86,55993,443
307,443,52632
101,52632,443
101,52632,443
145,52632,443
134,52632,443
470,52632,443
86,443,55993
74,55993,443
396,443,55170
98,55170,443
97,443,55170
244,443,55170
1018,443,52632
183,443,52632
93,52632,443
95,55170,443
89,443,52632
74,443,55993
94,52632,443
74,443,55993
88,443,55170
83,443,52632
334,443,52632
95,52632,443
97,52632,443
722,52632,443
948,443,55993
74,55993,443
148,55993,443
89,443,52632
74,443,55993
1046,443,55993
94,52632,443
74,55993,443
97,52632,443
959,443,52632
93,52632,443
93,52632,443
93,52632,443
93,52632,443
93,52632,443
93,52632,443
93,52632,443
93,52632,443
93,52632,443
93,52632,443
93,52632,443
93,52632,443
93,52632,443
93,52632,443
1147,443,52632
93,52632,443
93,52632,443
93,52632,443
94,52632,443
86,443,52632
309,62447,443
720,62447,443
166,52632,443
905,443,52632
95,52632,443
89,443,62447
90,443,62447
93,62447,443
91,443,52632
94,52632,443
133,443,52632
84,443,52632
97,52632,443
1152,52632,443
98,56284,53
98,61114,53
98,65180,53
90,443,52632
144,53551,443
655,53551,443
144,53551,443
159,53,56284
159,53,65180
114,53,61114
66,55994,443
94,52632,443
226,443,52632
97,52632,443
124,443,52632
91,62447,443
66,443,55994
54,55994,443
94,52632,443
454,443,62447
97,62447,443
120,443,62447
362,443,53551
992,443,53551
406,443,62447
107,443,53551
86,443,53551
84,443,53551
140,53551,443
93,53551,443
93,53551,443
97,62447,443
130,443,62447
87,443,52632
94,62447,443
85,443,62447
182,443,53551
103,61380,3544
54,443,55994
135,443,55994
54,55994,443
118,55994,443
814,55994,443
86,443,62447
94,53551,443
54,443,55994
279,443,55994
54,55994,443
151,3544,61380
91,53551,443
848,55170,443
220,443,53551
97,53551,443
103,443,53551
810,52421,443
87,443,53551
93,53551,443
1155,55170,443
92,443,55170
95,443,52421
88,443,53551
95,55170,443
95,52421,443
92,443,55170
95,55170,443
98,55170,443
668,443,55170
94,55170,443
95,55170,443
88,443,55170
98,55170,443
94,55170,443
580,443,52421
795,443,55170
85,443,52421
94,55170,443
102,52421,443
95,55170,443
95,52421,443
652,62447,443
436,55170,443
88,443,55170
88,443,52421
105,443,55170
85,443,55170
98,55170,443
95,55170,443
118,50148,53
118,63290,53
118,59273,53
90,443,62447
181,53,50148
169,53,63290
175,53,59273
94,62447,443
101,59698,443
88,443,55170
145,59698,443
131,59698,443
593,443,59698
178,443,59698
94,59698,443
85,443,59698
89,443,59698
647,443,59698
97,59698,443
86,443,59698
714,55170,443
91,52421,443
223,52632,443
92,443,55170
95,55170,443
405,443,62447
97,62447,443
149,443,62447
88,443,52421
94,62447,443
91,443,52632
98,55170,443
715,443,55170
183,443,55170
95,55170,443
338,55170,443
94,52632,443
86,443,62447
97,52632,443
94,52632,443
656,443,52632
94,52632,443
94,52632,443
252,443,52632
94,52632,443
91,59698,443
88,443,55170
92,443,55170
86,443,59698
95,55170,443
87,443,52632
338,62447,443
710,62447,443
1118,52632,443
89,443,62447
91,52421,443
90,443,62447
93,62447,443
93,59698,443
93,59698,443
91,443,52632
93,59698,443
93,59698,443
997,443,59698
93,59698,443
93,59698,443
93,59698,443
93,59698,443
93,59698,443
93,59698,443
93,59698,443
93,59698,443
93,59698,443
93,59698,443
206,55170,443
93,59698,443
93,59698,443
93,59698,443
93,59698,443
95,55170,443
93,59698,443
98,59698,443
93,59698,443
93,59698,443
93,59698,443
93,59698,443
94,59698,443
94,59698,443
94,59698,443
94,59698,443
94,59698,443
94,59698,443
95,52632,443
986,443,55170
95,59698,443
95,59698,443
98,55170,443
98,443,55170
303,443,55170
95,59698,443
95,59698,443
95,59698,443
95,59698,443
95,59698,443
95,59698,443
95,59698,443
100,59698,443
217,443,52632
87,443,52632
95,59698,443
95,59698,443
95,59698,443
95,59698,443
95,59698,443
95,59698,443
94,59698,443
98,52632,443
95,55170,443
95,59698,443
95,59698,443
96,59698,443
88,443,52421
95,59698,443
95,59698,443
95,59698,443
95,59698,443
95,59698,443
95,59698,443
95,52632,443
96,59698,443
122,443,59698
93,443,55170
95,59698,443
95,59698,443
100,59698,443
95,59698,443
95,59698,443
88,443,55170
95,59698,443
95,59698,443
95,55170,443
95,59698,443
95,59698,443
95,59698,443
95,59698,443
95,59698,443
1077,443,59698
95,59698,443
95,59698,443
95,59698,443
95,59698,443
95,59698,443
95,59698,443
95,59698,443
95,59698,443
95,59698,443
95,59698,443
1071,443,59698
87,443,52632
85,443,52632
100,59698,443
95,59698,443
95,59698,443
96,52632,443
96,59698,443
599,443,55170
114,443,55170
95,59698,443
95,59698,443
95,59698,443
98,55170,443
95,59698,443
95,59698,443
95,59698,443
95,59698,443
95,59698,443
95,59698,443
95,55170,443
95,59698,443
95,59698,443
95,59698,443
96,59698,443
95,59698,443
95,59698,443
95,59698,443
101,59698,443
95,59698,443
95,59698,443
95,59698,443
95,59698,443
258,59437,443
244,59437,443
95,59698,443
95,59698,443
95,59698,443
95,59698,443
95,59698,443
95,59698,443
95,59698,443
95,59698,443
95,59698,443
95,59698,443
325,55170,443
359,55170,443
91,62447,443
96,59698,443
463,443,59698
95,59698,443
95,59698,443
95,59698,443
454,443,62447
95,59698,443
97,62447,443
101,59698,443
88,443,55170
239,443,62447
406,443,62447
173,443,55170
95,59698,443
95,59698,443
95,59698,443
98,55170,443
97,62447,443
138,443,62447
85,443,55170
95,59698,443
96,59698,443
1078,443,59698
95,59698,443
95,59698,443
95,59698,443
95,55170,443
95,59698,443
95,59698,443
95,59698,443
91,443,59437
166,443,59437
95,59698,443
95,59698,443
95,59698,443
95,59698,443
98,59437,443
94,62447,443
95,59698,443
95,59698,443
1078,443,59698
85,443,62447
95,59698,443
95,59698,443
100,59698,443
95,59698,443
95,59698,443
95,59698,443
93,443,55170
95,59698,443
95,59698,443
95,59698,443
91,52421,443
95,59698,443
95,59698,443
95,59698,443
95,59698,443
95,59698,443
100,59698,443
95,59698,443
95,59698,443
95,59698,443
95,59698,443
88,443,59437
95,59698,443
95,59698,443
95,59698,443
95,59698,443
95,59698,443
95,59698,443
95,59698,443
95,59698,443
95,59698,443
95,59698,443
95,59698,443
95,59698,443
95,59698,443
95,59698,443
95,59698,443
96,59698,443
100,59698,443
95,59698,443
95,59698,443
95,59698,443
95,59698,443
95,59698,443
95,59698,443
95,59698,443
95,59698,443
95,59698,443
95,59698,443
91,52421,443
95,59698,443
95,59698,443
849,443,59698
95,59698,443
95,59698,443
100,59698,443
95,59698,443
95,59698,443
95,59698,443
95,59698,443
95,59698,443
95,59698,443
95,59698,443
95,59698,443
54,443,55706
95,59698,443
95,59698,443
95,59698,443
95,59698,443
95,59698,443
95,59698,443
1071,443,59698
95,59698,443
95,59698,443
95,59698,443
95,59698,443
95,59698,443
95,59698,443
95,59698,443
95,59698,443
96,59698,443
1078,443,59698
95,59698,443
95,59698,443
95,59698,443
95,59698,443
95,59698,443
95,59698,443
95,59698,443
666,443,59698
95,59698,443
113,54086,53
113,56145,53
113,58257,53
88,443,59698
171,53,54086
159,53,56145
165,53,58257
91,52421,443
124,443,57249
101,57249,443
103,57249,443
145,57249,443
136,57249,443
88,443,52421
592,443,57249
96,57249,443
178,443,57249
85,443,57249
89,443,57249
95,57249,443
95,57249,443
647,443,57249
99,57249,443
789,62447,443
939,55170,443
1045,443,57249
93,57249,443
92,443,55170
90,443,62447
95,55170,443
92,443,55170
94,62447,443
95,55170,443
136,443,55170
98,55170,443
85,443,55170
95,55170,443
88,443,55170
107,443,55170
98,55170,443
85,443,55170
95,55170,443
91,62447,443
453,443,62447
97,62447,443
104,443,62447
88,443,55170
85,443,62447
93,62447,443
91,52421,443
88,443,52421
91,52421,443
88,443,52421
214,59727,6667
86,443,52421
86,443,52421
91,52421,443
88,443,52421
544,57249,443
89,443,57249
181,443,57249
97,57249,443
86,443,57249
75,55518,5228
93,57249,443
86,5228,55518
93,57249,443
93,57249,443
93,57249,443
93,57249,443
93,57249,443
93,57249,443
93,57249,443
93,57249,443
93,57249,443
91,57249,443
93,57249,443
93,57249,443
93,57249,443
93,57249,443
93,57249,443
93,57249,443
93,57249,443
93,57249,443
93,57249,443
93,57249,443
93,57249,443
93,57249,443
94,57249,443
94,57249,443
94,57249,443
94,57249,443
94,57249,443
94,57249,443
94,57249,443
99,57249,443
94,57249,443
94,57249,443
94,57249,443
94,57249,443
94,57249,443
94,57249,443
94,57249,443
94,57249,443
94,57249,443
94,57249,443
94,57249,443
94,57249,443
95,57249,443
95,57249,443
96,57249,443
96,57249,443
95,57249,443
94,57249,443
95,57249,443
100,57249,443
95,57249,443
95,57249,443
95,57249,443
96,57249,443
94,57249,443
94,57249,443
94,57249,443
94,57249,443
94,57249,443
95,57249,443
95,57249,443
717,443,57249
548,57249,443
91,443,57249
109,443,57249
98,57249,443
94,57249,443
94,57249,443
94,57249,443
94,57249,443
94,57249,443
94,57249,443
95,57249,443
95,57249,443
95,57249,443
95,57249,443
95,57249,443
95,57249,443
96,57249,443
95,57249,443
95,57249,443
95,57249,443
95,57249,443
95,57249,443
95,57249,443
100,57249,443
95,57249,443
95,57249,443
95,57249,443
95,57249,443
95,57249,443
95,57249,443
96,57249,443
95,57249,443
95,57249,443
95,57249,443
95,57249,443
95,57249,443
95,57249,443
95,57249,443
95,57249,443
95,57249,443
95,57249,443
95,57249,443
95,57249,443
100,57249,443
95,57249,443
95,57249,443
95,57249,443
95,57249,443
95,57249,443
95,57249,443
95,57249,443
95,57249,443
428,443,57249
96,57249,443
88,443,57249
903,55170,443
874,55170,443
94,443,55170
95,55170,443
530,55170,443
135,443,55170
98,55170,443
85,443,55170
105,443,55170
98,55170,443
85,443,55170
95,55170,443
92,443,55170
95,55170,443
144,443,55170
98,55170,443
85,443,55170
95,55170,443
632,443,55170
98,55170,443
243,443,55170
95,55170,443
88,443,55170
88,443,55170
91,52421,443
88,443,52421
212,55170,443
202,55918,443
219,55918,443
234,59437,443
233,59437,443
92,443,55170
95,55170,443
90,443,55918
97,55918,443
974,443,55918
228,443,55918
93,55918,443
97,55918,443
93,55918,443
92,443,59437
98,59437,443
94,59437,443
94,59437,443
95,59437,443
94,59437,443
94,59437,443
94,59437,443
431,443,59437
85,443,55918
96,59437,443
214,59727,6667
98,55170,443
94,55170,443
1089,443,55170
98,59437,443
94,55170,443
730,443,55170
94,59437,443
94,59437,443
95,55170,443
95,59437,443
96,59437,443
88,443,55170
88,443,59437
159,55170,443
92,443,55170
95,55170,443
98,55170,443
94,55170,443
94,55170,443
1124,443,55170
95,55170,443
118,63785,53
118,64996,53
118,57167,53
181,53,63785
169,53,64996
175,53,57167
88,443,55170
101,59329,443
145,59329,443
135,59329,443
802,59329,443
593,443,59329
178,443,59329
85,443,59329
89,443,59329
649,443,59329
94,59329,443
97,59329,443
93,59329,443
93,59329,443
93,59329,443
93,59329,443
93,59329,443
93,59329,443
93,59329,443
93,59329,443
93,59329,443
93,59329,443
93,59329,443
93,59329,443
93,59329,443
93,59329,443
93,59329,443
93,59329,443
93,59329,443
93,59329,443
93,59329,443
98,59329,443
256,55170,443
93,59329,443
93,59329,443
93,59329,443
93,59329,443
93,59329,443
94,59329,443
94,59329,443
94,59329,443
94,59329,443
94,59329,443
94,59329,443
95,59329,443
95,59329,443
95,59329,443
95,59329,443
95,59329,443
95,59329,443
95,59329,443
94,59329,443
99,59329,443
94,59329,443
94,59329,443
94,59329,443
94,59329,443
94,59329,443
94,59329,443
94,59329,443
95,59329,443
95,59329,443
95,59329,443
95,59329,443
94,59329,443
694,443,59329
95,59329,443
95,59329,443
95,59329,443
95,59329,443
95,59329,443
95,59329,443
95,59329,443
100,59329,443
95,59329,443
95,59329,443
95,59329,443
95,59329,443
92,443,55170
95,59329,443
95,59329,443
96,59329,443
95,59329,443
95,59329,443
95,55170,443
96,59329,443
95,59329,443
95,59329,443
95,59329,443
95,59329,443
95,59329,443
95,59329,443
95,59329,443
96,59329,443
95,59329,443
100,59329,443
96,59329,443
95,59329,443
95,59329,443
95,59329,443
96,59329,443
931,443,59329
95,59329,443
96,59329,443
1124,55170,443
362,55170,443
88,443,59329
107,443,55170
85,443,55170
98,55170,443
95,55170,443
95,443,55170
95,55170,443
88,443,55170
134,443,55170
99,55170,443
85,443,55170
105,443,55170
99,55170,443
85,443,55170
95,55170,443
88,443,55170
66,55996,17301
75,55662,443
86,443,55662
86,57621,57621
1101,62447,443
910,55170,443
93,443,55170
90,443,62447
95,55170,443
94,62447,443
205,59329,443
91,443,59329
181,443,59329
98,59329,443
94,59329,443
94,59329,443
94,59329,443
94,59329,443
94,59329,443
94,59329,443
95,59329,443
95,59329,443
95,59329,443
95,59329,443
95,59329,443
95,59329,443
96,59329,443
136,443,55170
85,443,55170
95,59329,443
95,59329,443
95,59329,443
99,55170,443
95,59329,443
95,59329,443
95,59329,443
101,59329,443
1016,443,59329
92,443,59329
95,55170,443
95,59329,443
96,59329,443
88,443,59329
88,443,55170
91,62447,443
66,55996,17301
453,443,62447
97,62447,443
206,443,62447
94,62447,443
85,443,62447
66,17301,55996
54,55996,17301
82,55996,17301
539,52421,443
95,443,52421
95,52421,443
207,59329,443
186,443,59329
98,59329,443
94,59329,443
94,59329,443
94,59329,443
94,59329,443
94,59329,443
95,59329,443
201,59329,443
214,59727,6667
88,443,59329
114,443,59329
98,59329,443
182,443,59329
85,443,59329
91,52421,443
95,59329,443
584,443,52421
101,52421,443
90,443,52421
85,443,52421
533,52421,443
88,443,59329
88,443,52421
582,443,52421
101,52421,443
85,443,52421
82,55996,17301
95,52421,443
88,443,52421
66,17301,55996
66,55996,17301
54,17301,55996
91,52421,443
54,17301,55996
54,55996,17301
54,55996,17301
88,443,52421
91,52421,443
88,443,52421
75,55962,443
86,443,55962
91,52421,443
88,443,52421
91,52421,443
88,443,52421
91,52421,443
88,443,52421
91,52421,443
88,443,52421
853,55170,443
858,55170,443
1188,55170,443
97,443,55170
95,55170,443
93,443,55170
134,443,55170
99,55170,443
85,443,55170
95,55170,443
105,443,55170
99,55170,443
85,443,55170
95,55170,443
114,443,55170
99,55170,443
85,443,55170
99,55170,443
94,55170,443
94,55170,443
544,443,55170
95,55170,443
88,443,55170
118,51583,53
118,55954,53
118,54857,53
800,55170,443
181,53,51583
91,52421,443
169,53,55954
175,53,54857
88,443,55170
86,55998,443
86,443,55998
74,55998,443
102,58253,443
101,58253,443
93,443,55170
102,58253,443
145,58253,443
129,58253,443
1105,58253,443
88,443,52421
219,58253,443
95,55170,443
592,443,58253
74,55998,443
95,58253,443
178,443,58253
425,443,55998
74,443,55998
74,55998,443
85,443,58253
95,58253,443
138,55998,443
89,443,58253
95,58253,443
647,443,58253
99,58253,443
87,443,58253
74,443,55998
93,58253,443
99,55170,443
296,443,55170
194,443,55170
93,58253,443
93,58253,443
227,55170,443
93,58253,443
93,58253,443
93,58253,443
93,58253,443
93,58253,443
93,58253,443
93,58253,443
93,58253,443
93,58253,443
93,58253,443
93,58253,443
93,58253,443
93,58253,443
93,58253,443
93,58253,443
93,58253,443
98,58253,443
93,58253,443
93,58253,443
93,58253,443
94,58253,443
94,58253,443
94,58253,443
94,58253,443
94,58253,443
94,58253,443
94,58253,443
94,58253,443
95,58253,443
95,58253,443
95,58253,443
95,58253,443
95,58253,443
95,58253,443
95,58253,443
95,58253,443
100,58253,443
95,58253,443
95,58253,443
95,58253,443
94,58253,443
94,58253,443
93,443,55170
94,58253,443
95,58253,443
95,58253,443
95,58253,443
95,58253,443
95,55170,443
655,443,58253
94,58253,443
95,58253,443
95,58253,443
96,58253,443
95,58253,443
95,58253,443
96,58253,443
95,58253,443
95,58253,443
93,443,55170
100,58253,443
95,58253,443
95,58253,443
95,58253,443
95,58253,443
95,58253,443
96,58253,443
95,58253,443
95,58253,443
95,58253,443
95,55170,443
286,443,55170
95,58253,443
99,55170,443
96,58253,443
94,58253,443
95,55170,443
95,58253,443
775,443,58253
95,58253,443
95,58253,443
95,58253,443
95,58253,443
95,58253,443
95,58253,443
100,58253,443
95,58253,443
95,58253,443
96,58253,443
95,58253,443
95,58253,443
95,58253,443
95,58253,443
95,58253,443
96,58253,443
215,443,58253
208,443,55170
95,58253,443
95,58253,443
95,58253,443
95,58253,443
95,58253,443
95,58253,443
95,58253,443
95,58253,443
95,58253,443
95,58253,443
101,58253,443
95,55170,443
95,58253,443
95,58253,443
95,58253,443
95,58253,443
96,58253,443
107,443,55170
85,443,55170
99,55170,443
95,58253,443
95,58253,443
96,58253,443
95,55170,443
1183,443,58253
95,58253,443
95,58253,443
95,58253,443
95,58253,443
95,58253,443
95,58253,443
95,58253,443
95,58253,443
95,58253,443
96,58253,443
95,58253,443
100,58253,443
95,58253,443
95,58253,443
720,55170,443
375,55170,443
88,443,58253
88,443,55170
95,443,55170
95,55170,443
134,443,55170
99,55170,443
85,443,55170
105,443,55170
85,443,55170
99,55170,443
95,55170,443
88,443,55170
91,52421,443
88,443,52421
54,55996,17301
966,62447,443
947,55170,443
93,443,55170
90,443,62447
95,55170,443
94,62447,443
136,443,55170
85,443,55170
99,55170,443
95,55170,443
88,443,55170
91,62447,443
455,443,62447
97,62447,443
200,443,62447
85,443,62447
94,62447,443
84,443,62447
95,62447,443
95,50499,53
95,50131,53
95,64869,53
879,55170,443
872,55170,443
241,53,50499
144,53,64869
321,53,50131
86,56003,443
97,443,55170
95,55170,443
86,443,56003
74,56003,443
74,443,56003
74,443,56003
105,443,55170
85,443,55170
99,55170,443
105,443,55170
85,443,55170
99,55170,443
95,55170,443
551,443,56003
74,56003,443
114,443,55170
85,443,55170
100,55170,443
148,56003,443
166,56003,443
777,56003,443
95,55170,443
74,443,56003
74,443,56003
1034,443,56003
105,443,56003
88,443,55170
74,443,56003
74,56003,443
105,56003,443
74,443,56003
460,443,56003
826,443,56003
74,56003,443
74,56003,443
654,443,56003
74,56003,443
74,56003,443
74,56003,443
74,56003,443
91,53402,53
91,62333,53
91,57958,53
372,56003,443
74,56003,443
74,56003,443
74,56003,443
74,56003,443
74,56003,443
74,56003,443
74,56003,443
74,56003,443
74,56003,443
74,56003,443
203,53,53402
299,53,62333
148,53,57958
86,56006,443
86,56007,443
74,56003,443
74,56003,443
74,56003,443
74,56003,443
74,56003,443
74,56003,443
74,56003,443
74,56003,443
74,56003,443
74,56003,443
74,56003,443
74,56003,443
74,56003,443
74,56003,443
74,56003,443
74,56003,443
74,56003,443
74,56003,443
74,56003,443
86,443,56006
74,56006,443
86,443,56007
74,56007,443
74,56003,443
74,56003,443
74,56003,443
74,56003,443
74,56003,443
74,56003,443
74,56003,443
74,56003,443
74,56003,443
74,56003,443
74,56003,443
74,56003,443
74,56003,443
74,56003,443
74,56003,443
74,56003,443
74,56003,443
74,56003,443
74,56003,443
74,56003,443
74,56003,443
74,56003,443
74,56003,443
74,56003,443
74,56003,443
74,443,56006
74,443,56006
943,443,62578
101,62578,443
230,62578,443
74,443,56007
74,443,56007
74,56003,443
74,56003,443
74,56003,443
74,56003,443
74,56003,443
74,56003,443
74,56003,443
74,56003,443
74,56003,443
74,56003,443
74,56003,443
74,56003,443
74,56003,443
74,56003,443
74,56003,443
74,56003,443
74,56003,443
74,56003,443
74,56003,443
74,56003,443
74,56003,443
74,56003,443
74,56003,443
74,56003,443
74,56003,443
74,56003,443
74,56003,443
74,56003,443
74,56003,443
74,56003,443
74,56003,443
74,56003,443
74,56003,443
74,56003,443
74,56003,443
1007,443,62578
183,443,62578
74,56003,443
93,62578,443
74,56003,443
1003,443,56006
74,56006,443
74,56003,443
148,56006,443
166,56006,443
74,56007,443
706,56006,443
213,56006,443
74,56003,443
1003,443,56007
74,56007,443
74,56003,443
74,56003,443
74,56003,443
74,56003,443
74,56003,443
74,56003,443
74,56003,443
74,56003,443
74,56003,443
86,443,62578
74,56003,443
74,56003,443
74,56003,443
74,56003,443
74,56003,443
74,56003,443
74,56003,443
74,56003,443
74,56003,443
74,56003,443
74,56003,443
74,56003,443
74,56003,443
74,56003,443
74,56003,443
74,56003,443
74,56003,443
74,56003,443
74,56003,443
74,443,56006
74,443,56006
74,443,56006
74,443,56006
1026,443,56006
105,56006,443
74,56003,443
239,443,56006
74,56003,443
74,443,56007
74,56003,443
113,56006,443
363,58253,443
74,56003,443
227,55170,443
74,56003,443
100,52440,53
100,52652,53
100,58356,53
74,56003,443
74,56003,443
74,56003,443
74,56003,443
74,56003,443
74,56003,443
74,56003,443
74,56003,443
74,56003,443
74,56003,443
74,56003,443
74,56003,443
186,443,58253
74,56003,443
74,56003,443
98,58253,443
94,58253,443
74,443,56006
74,443,56006
74,56003,443
94,58253,443
94,58253,443
94,58253,443
94,58253,443
74,56003,443
94,58253,443
94,58253,443
436,443,56006
95,58253,443
95,58253,443
74,56006,443
74,56003,443
95,58253,443
74,56006,443
716,443,56006
74,56006,443
95,58253,443
113,56003,443
113,56006,443
95,58253,443
95,58253,443
95,58253,443
95,58253,443
95,58253,443
95,58253,443
858,62578,443
95,58253,443
128,53,52440
157,53,58356
116,53,52652
135,443,56003
74,56003,443
74,56003,443
95,58253,443
86,56008,443
669,443,56003
334,443,56003
936,443,56003
884,443,56003
74,56003,443
686,443,56003
836,443,56003
748,443,56003
300,443,56003
74,56003,443
101,58253,443
95,58253,443
74,56003,443
1169,443,56003
615,443,56003
106,443,56003
105,443,56003
74,56003,443
95,58253,443
94,443,55170
95,58253,443
95,58253,443
95,58253,443
95,58253,443
95,55170,443
95,58253,443
95,58253,443
95,58253,443
91,52421,443
95,58253,443
95,58253,443
95,58253,443
