Tamanho do Pacote (bytes),Porta de Origem,Porta de Destino
97,56099,443
97,56099,443
87,443,62447
515,443,56099
97,56099,443
85,443,56099
86,443,56099
173,56099,443
143,62578,443
171,56099,443
169,56099,443
171,56099,443
166,56099,443
168,56099,443
165,56099,443
166,56099,443
167,56099,443
165,56099,443
168,56099,443
170,56099,443
171,56099,443
173,56099,443
166,56099,443
168,56099,443
167,56099,443
189,63079,443
168,56099,443
167,56099,443
169,56099,443
165,56099,443
168,56099,443
166,56099,443
169,56099,443
698,443,56099
95,443,62578
553,443,56099
90,443,56099
97,56099,443
97,56099,443
1152,443,56099
486,443,56099
98,56099,443
97,56099,443
95,62578,443
170,56099,443
172,56099,443
170,56099,443
173,56099,443
172,56099,443
175,56099,443
177,56099,443
179,56099,443
180,56099,443
183,56099,443
186,56099,443
189,56099,443
191,56099,443
194,56099,443
181,56099,443
183,56099,443
186,56099,443
186,63079,443
195,56099,443
191,56099,443
192,56099,443
187,56099,443
192,56099,443
194,56099,443
190,56099,443
191,56099,443
188,56099,443
190,56099,443
183,63079,443
196,56099,443
186,63079,443
182,63079,443
183,63079,443
667,443,63079
90,443,56099
97,63079,443
90,443,56099
90,443,56099
92,443,56099
93,443,56099
93,443,56099
93,443,56099
93,443,56099
93,443,56099
199,56099,443
93,56099,443
93,56099,443
93,56099,443
93,56099,443
195,56099,443
191,56099,443
193,56099,443
189,56099,443
414,443,56099
1184,443,56099
453,443,56099
87,5353,5353
187,56099,443
181,63079,443
193,56099,443
101,56099,443
1166,443,56099
454,443,62578
89,443,62578
162,443,62578
86,443,56099
596,443,56099
702,443,56099
668,443,56099
101,56099,443
100,56099,443
104,56099,443
103,56099,443
101,56099,443
183,63079,443
183,63079,443
101,62578,443
99,56099,443
99,56099,443
99,56099,443
181,63079,443
181,63079,443
180,63079,443
193,56099,443
95,62578,443
143,62578,443
182,63079,443
192,56099,443
183,63079,443
94,443,56099
953,443,56099
427,443,56099
899,443,56099
94,443,56099
586,443,56099
100,56099,443
100,56099,443
102,56099,443
100,56099,443
102,56099,443
556,443,63079
95,63079,443
90,443,63079
94,443,56099
90,443,63079
94,443,56099
89,443,63079
90,443,63079
94,443,56099
94,443,56099
90,443,63079
95,443,56099
90,443,63079
96,443,56099
95,63079,443
95,63079,443
95,63079,443
95,63079,443
90,443,63079
96,443,56099
96,443,56099
95,63079,443
94,56099,443
94,56099,443
96,443,56099
129,443,63079
95,56099,443
100,63079,443
94,56099,443
1082,443,63079
343,443,63079
310,443,63079
111,443,56099
96,443,56099
571,443,56099
95,56099,443
110,56099,443
106,56099,443
105,56099,443
102,56099,443
107,56099,443
95,63079,443
932,443,56099
95,443,62578
1127,443,56099
101,63079,443
101,63079,443
101,63079,443
100,63079,443
109,56099,443
584,443,56099
110,56099,443
107,56099,443
430,443,62578
89,443,62578
106,443,62578
95,62578,443
96,63079,443
85,443,63079
85,443,63079
101,62578,443
800,62578,443
88,443,56099
86,443,63079
88,443,56099
685,62578,443
95,443,62578
95,62578,443
95,443,62578
95,62578,443
74,55962,443
814,55994,443
74,443,55962
74,55962,443
279,443,55994
1097,443,62578
101,62578,443
334,443,62578
54,55994,443
141,59807,443
655,59807,443
144,59807,443
95,62578,443
96,52961,53
96,60902,53
96,58506,53
1087,443,62578
331,443,62578
141,53,60902
153,53,52961
170,53,58506
101,62578,443
142,50578,443
360,50578,443
640,51706,443
350,443,50578
95,62578,443
110,443,50578
142,443,50578
110,443,50578
139,50578,443
135,50578,443
103,443,50578
174,443,50578
334,443,50578
186,443,51706
96,50578,443
98,51706,443
94,51706,443
94,51706,443
94,51706,443
94,51706,443
94,51706,443
94,51706,443
95,51706,443
95,51706,443
95,51706,443
95,51706,443
95,51706,443
95,51706,443
95,51706,443
323,62447,443
367,443,59807
987,443,59807
112,443,59807
86,443,59807
84,443,59807
95,51706,443
95,51706,443
140,59807,443
93,59807,443
93,59807,443
95,51706,443
95,51706,443
95,51706,443
87,443,62578
95,51706,443
100,51706,443
95,51706,443
95,51706,443
95,51706,443
95,51706,443
95,51706,443
96,51706,443
95,51706,443
95,51706,443
95,51706,443
95,51706,443
182,443,59807
95,51706,443
96,51706,443
95,51706,443
94,59807,443
95,51706,443
95,51706,443
95,51706,443
95,51706,443
95,51706,443
95,51706,443
100,51706,443
95,51706,443
95,51706,443
95,51706,443
90,443,62447
95,51706,443
95,51706,443
95,51706,443
494,443,50578
95,51706,443
95,51706,443
100,50578,443
1033,50578,443
96,51706,443
95,51706,443
95,51706,443
96,51706,443
95,51706,443
95,51706,443
95,51706,443
95,51706,443
95,51706,443
94,62447,443
95,51706,443
95,51706,443
101,51706,443
95,51706,443
95,51706,443
96,51706,443
95,51706,443
95,51706,443
95,51706,443
95,51706,443
96,51706,443
468,443,50578
95,51706,443
95,51706,443
95,51706,443
98,50578,443
95,51706,443
95,51706,443
95,51706,443
95,51706,443
95,51706,443
95,51706,443
95,51706,443
96,51706,443
100,51706,443
95,51706,443
95,51706,443
95,51706,443
470,443,50578
110,443,50578
88,443,62447
100,50578,443
100,50578,443
95,51706,443
95,51706,443
84,443,62447
96,62447,443
95,51706,443
95,51706,443
95,51706,443
311,443,51706
95,51706,443
95,51706,443
95,51706,443
95,51706,443
95,51706,443
212,443,59807
329,443,59807
97,59807,443
95,51706,443
95,51706,443
95,51706,443
95,51706,443
75,55969,443
95,51706,443
95,51706,443
812,52421,443
100,51706,443
95,51706,443
95,51706,443
95,51706,443
95,51706,443
326,443,51706
88,443,51706
974,443,50578
95,51706,443
95,51706,443
96,50578,443
100,50578,443
86,443,55969
96,51706,443
94,59807,443
635,51706,443
88,443,51706
114,443,51706
98,51706,443
225,443,51706
85,443,51706
110,443,50578
453,443,62447
100,62447,443
95,51706,443
87,443,59807
317,443,62447
96,62447,443
99,443,52421
88,443,51706
167,57699,1900
95,52421,443
87,443,62447
91,52421,443
583,443,52421
101,52421,443
85,443,52421
95,52421,443
88,443,52421
91,52421,443
88,443,52421
91,52421,443
88,443,52421
91,52421,443
88,443,52421
91,52421,443
88,443,52421
91,52421,443
88,443,52421
95,443,62578
95,62578,443
142,443,62578
101,62578,443
85,443,62578
95,62578,443
91,52421,443
88,443,62578
88,443,52421
174,443,52421
91,52421,443
88,443,52421
214,59727,6667
91,52421,443
88,443,52421
55,55688,443
66,443,55688
82,57621,57621
635,51706,443
92,443,51706
181,443,51706
98,51706,443
95,51706,443
94,51706,443
94,51706,443
94,51706,443
94,51706,443
94,51706,443
95,51706,443
95,51706,443
95,51706,443
95,51706,443
95,51706,443
95,51706,443
95,51706,443
95,51706,443
95,51706,443
95,51706,443
96,51706,443
95,51706,443
95,51706,443
100,51706,443
95,51706,443
95,51706,443
95,51706,443
946,443,51706
95,51706,443
95,51706,443
95,51706,443
95,51706,443
95,51706,443
95,51706,443
96,51706,443
95,51706,443
95,51706,443
96,51706,443
95,51706,443
95,51706,443
95,51706,443
96,51706,443
95,51706,443
95,51706,443
100,51706,443
95,51706,443
95,51706,443
95,51706,443
96,51706,443
95,51706,443
95,51706,443
95,51706,443
96,51706,443
95,51706,443
95,51706,443
95,51706,443
95,51706,443
95,51706,443
95,51706,443
95,51706,443
95,51706,443
95,51706,443
95,51706,443
95,51706,443
100,51706,443
96,51706,443
127,443,51706
88,443,51706
95,51706,443
96,51706,443
88,443,51706
54,55996,17301
111,443,55688
54,55688,443
78,443,55688
54,443,55688
54,55688,443
54,443,55688
167,46492,1900
167,46492,1900
167,46492,1900
86,443,52421
86,443,52421
167,46782,1900
167,46782,1900
91,52421,443
88,443,52421
87,5353,5353
107,5353,5353
635,51706,443
186,443,51706
98,51706,443
94,51706,443
94,51706,443
94,51706,443
94,51706,443
95,51706,443
94,51706,443
95,51706,443
95,51706,443
95,51706,443
95,51706,443
95,51706,443
95,51706,443
95,51706,443
95,51706,443
95,51706,443
95,51706,443
95,51706,443
95,51706,443
95,51706,443
100,51706,443
95,51706,443
95,51706,443
95,51706,443
95,51706,443
95,51706,443
95,51706,443
95,51706,443
95,51706,443
95,51706,443
95,51706,443
95,51706,443
95,51706,443
95,51706,443
95,51706,443
95,51706,443
1149,443,51706
95,51706,443
95,51706,443
95,51706,443
87,443,51706
96,51706,443
639,51706,443
114,443,51706
98,51706,443
225,443,51706
85,443,51706
95,51706,443
88,443,51706
82,57621,57621
96,5353,5353
116,5353,5353
806,62578,443
95,443,62578
95,62578,443
138,443,62578
85,443,62578
101,62578,443
167,46782,1900
87,5353,5353
107,5353,5353
95,62578,443
88,443,62578
75,55981,443
86,443,55981
96,5353,5353
116,5353,5353
214,59727,6667
91,52421,443
88,443,52421
96,5353,5353
116,5353,5353
543,52421,443
229,52421,443
543,52421,443
98,443,52421
89,443,52421
94,52421,443
591,443,52421
101,52421,443
85,443,52421
530,52421,443
562,443,52421
101,52421,443
96,443,52421
85,443,52421
95,443,52421
94,52421,443
88,443,52421
569,443,52421
101,52421,443
103,443,52421
85,443,52421
95,52421,443
86,57621,57621
88,443,52421
636,51706,443
186,443,51706
98,51706,443
94,51706,443
94,51706,443
94,51706,443
94,51706,443
94,51706,443
94,51706,443
95,51706,443
95,51706,443
95,51706,443
95,51706,443
95,51706,443
95,51706,443
95,51706,443
95,51706,443
95,51706,443
95,51706,443
95,51706,443
95,51706,443
95,51706,443
100,51706,443
95,51706,443
95,51706,443
96,51706,443
95,51706,443
95,51706,443
95,51706,443
95,51706,443
95,51706,443
95,51706,443
95,51706,443
95,51706,443
95,51706,443
95,51706,443
95,51706,443
95,51706,443
95,51706,443
95,51706,443
95,51706,443
96,51706,443
100,51706,443
95,51706,443
95,51706,443
95,51706,443
95,51706,443
96,51706,443
91,52421,443
95,51706,443
95,51706,443
95,51706,443
95,51706,443
96,51706,443
95,51706,443
95,51706,443
95,51706,443
95,51706,443
95,51706,443
95,51706,443
95,51706,443
95,51706,443
95,51706,443
100,51706,443
96,51706,443
95,51706,443
95,51706,443
95,51706,443
95,51706,443
95,51706,443
95,51706,443
95,51706,443
95,51706,443
95,51706,443
95,51706,443
95,51706,443
95,51706,443
95,51706,443
95,51706,443
94,51706,443
94,51706,443
95,51706,443
91,52421,443
94,51706,443
99,51706,443
94,51706,443
95,51706,443
95,51706,443
95,51706,443
95,51706,443
95,51706,443
96,51706,443
95,51706,443
95,51706,443
95,51706,443
95,51706,443
95,51706,443
95,51706,443
96,51706,443
88,443,52421
95,51706,443
95,51706,443
95,51706,443
95,51706,443
95,51706,443
101,51706,443
95,51706,443
95,51706,443
95,51706,443
95,51706,443
95,51706,443
95,51706,443
95,51706,443
95,51706,443
95,51706,443
95,51706,443
95,51706,443
95,51706,443
95,51706,443
95,51706,443
95,51706,443
95,51706,443
95,51706,443
95,51706,443
95,51706,443
100,51706,443
100,51706,443
817,443,51706
92,443,51706
88,443,51706
89,443,52421
88,443,51706
96,51706,443
636,51706,443
88,443,51706
186,443,51706
98,51706,443
225,443,51706
85,443,51706
95,51706,443
88,443,51706
91,52421,443
89,443,52421
91,52421,443
89,443,52421
138,60923,443
91,52421,443
368,443,60923
986,443,60923
103,443,60923
86,443,60923
141,60923,443
93,60923,443
94,60923,443
89,443,52421
182,443,60923
94,60923,443
91,52421,443
90,443,52421
91,52421,443
90,443,52421
91,52421,443
90,443,52421
75,55988,443
75,55990,443
86,443,55988
86,443,55990
91,52421,443
90,443,52421
75,55991,443
86,443,55991
75,55992,443
86,443,55992
214,59727,6667
75,55993,443
86,443,55993
531,52421,443
97,443,52421
95,52421,443
91,52421,443
588,443,52421
101,52421,443
90,443,52421
85,443,52421
522,52421,443
94,443,52421
567,443,52421
85,443,52421
101,52421,443
95,52421,443
88,443,52421
91,52421,443
88,443,52421
91,52421,443
88,443,52421
91,52421,443
88,443,52421
90,64199,17301
91,52421,443
90,17301,64199
54,64199,17301
91,52421,443
88,443,52421
89,443,52421
91,52421,443
89,443,52421
91,52421,443
89,443,52421
643,51706,443
188,443,51706
98,51706,443
94,51706,443
94,51706,443
94,51706,443
94,51706,443
94,51706,443
94,51706,443
95,51706,443
95,51706,443
95,51706,443
95,51706,443
95,51706,443
95,51706,443
95,51706,443
95,51706,443
95,51706,443
95,51706,443
95,51706,443
95,51706,443
95,51706,443
100,51706,443
95,51706,443
95,51706,443
95,51706,443
95,51706,443
96,51706,443
95,51706,443
95,51706,443
95,51706,443
95,51706,443
95,51706,443
95,51706,443
95,51706,443
95,51706,443
95,51706,443
95,51706,443
95,51706,443
96,51706,443
95,51706,443
95,51706,443
100,51706,443
95,51706,443
91,52421,443
95,51706,443
95,51706,443
95,51706,443
95,51706,443
95,51706,443
95,51706,443
95,51706,443
95,51706,443
95,51706,443
95,51706,443
95,51706,443
95,51706,443
95,51706,443
95,51706,443
95,51706,443
95,51706,443
95,51706,443
95,51706,443
100,51706,443
95,51706,443
96,51706,443
95,51706,443
95,51706,443
95,51706,443
95,51706,443
96,51706,443
95,51706,443
95,51706,443
95,51706,443
95,51706,443
95,51706,443
95,51706,443
95,51706,443
91,52421,443
95,51706,443
95,51706,443
93,51706,443
95,51706,443
95,51706,443
96,51706,443
95,51706,443
95,51706,443
95,51706,443
96,51706,443
95,51706,443
96,51706,443
95,51706,443
95,51706,443
95,51706,443
95,51706,443
95,51706,443
96,51706,443
95,51706,443
95,51706,443
95,51706,443
95,51706,443
89,443,52421
100,51706,443
95,51706,443
95,51706,443
95,51706,443
95,51706,443
95,51706,443
95,51706,443
95,51706,443
96,51706,443
95,51706,443
95,51706,443
95,51706,443
96,51706,443
96,51706,443
96,51706,443
97,51706,443
96,51706,443
96,51706,443
96,51706,443
96,51706,443
101,51706,443
96,51706,443
96,51706,443
96,51706,443
96,51706,443
96,51706,443
95,51706,443
95,51706,443
97,51706,443
96,51706,443
96,51706,443
96,51706,443
97,51706,443
89,443,51706
96,51706,443
96,51706,443
96,51706,443
96,51706,443
96,51706,443
96,51706,443
97,51706,443
808,62578,443
95,443,62578
95,62578,443
139,443,62578
101,62578,443
85,443,62578
95,62578,443
88,443,62578
91,52421,443
91,443,52421
75,54664,443
914,62447,443
214,59727,6667
91,443,62447
95,62447,443
86,443,54664
91,62447,443
456,443,62447
237,443,62447
98,62447,443
95,62447,443
86,443,62447
103,61380,3544
151,3544,61380
91,52421,443
91,443,52421
75,55518,5228
86,5228,55518
113,443,55969
74,443,55969
74,55969,443
74,55969,443
74,443,55969
91,52421,443
91,443,52421
214,59727,6667
640,51706,443
188,443,51706
98,51706,443
94,51706,443
94,51706,443
94,51706,443
94,51706,443
94,51706,443
94,51706,443
94,51706,443
96,51706,443
88,443,51706
95,51706,443
95,51706,443
95,51706,443
570,443,51706
95,51706,443
95,51706,443
96,51706,443
95,51706,443
95,51706,443
95,51706,443
95,51706,443
95,51706,443
100,51706,443
95,51706,443
95,51706,443
95,51706,443
95,51706,443
95,51706,443
95,51706,443
96,51706,443
95,51706,443
95,51706,443
95,51706,443
95,51706,443
95,51706,443
95,51706,443
95,51706,443
95,51706,443
95,51706,443
95,51706,443
95,51706,443
95,51706,443
100,51706,443
95,51706,443
95,51706,443
95,51706,443
95,51706,443
95,51706,443
95,51706,443
95,51706,443
95,51706,443
95,51706,443
95,51706,443
95,51706,443
95,51706,443
95,51706,443
95,51706,443
95,51706,443
95,51706,443
95,51706,443
95,51706,443
95,51706,443
100,51706,443
95,51706,443
95,51706,443
96,51706,443
95,51706,443
95,51706,443
95,51706,443
95,51706,443
95,51706,443
95,51706,443
95,51706,443
95,51706,443
95,51706,443
95,51706,443
95,51706,443
95,51706,443
95,51706,443
95,51706,443
95,51706,443
95,51706,443
100,51706,443
95,51706,443
96,51706,443
95,51706,443
95,51706,443
95,51706,443
95,51706,443
95,51706,443
95,51706,443
95,51706,443
95,51706,443
95,51706,443
95,51706,443
96,51706,443
95,51706,443
95,51706,443
95,51706,443
95,51706,443
95,51706,443
95,51706,443
100,51706,443
95,51706,443
95,51706,443
95,51706,443
95,51706,443
95,51706,443
95,51706,443
95,51706,443
95,51706,443
95,51706,443
95,51706,443
95,51706,443
95,51706,443
95,51706,443
95,51706,443
95,51706,443
95,51706,443
95,51706,443
95,51706,443
95,51706,443
100,51706,443
95,51706,443
95,51706,443
95,51706,443
95,51706,443
96,51706,443
88,443,51706
75,55662,443
86,443,55662
291,64661,443
89,443,64661
94,64661,443
91,64661,443
264,443,64661
97,64661,443
95,443,64661
94,64661,443
85,443,64661
266,17301,64199
54,64199,17301
640,51706,443
188,443,51706
98,51706,443
95,51706,443
94,51706,443
94,51706,443
94,51706,443
94,51706,443
94,51706,443
94,51706,443
95,51706,443
95,51706,443
95,51706,443
95,51706,443
95,51706,443
95,51706,443
95,51706,443
95,51706,443
95,51706,443
95,51706,443
95,51706,443
95,51706,443
100,51706,443
95,51706,443
95,51706,443
95,51706,443
95,51706,443
95,51706,443
95,51706,443
95,51706,443
95,51706,443
95,51706,443
95,51706,443
95,51706,443
95,51706,443
95,51706,443
95,51706,443
95,51706,443
95,51706,443
95,51706,443
95,51706,443
95,51706,443
100,51706,443
95,51706,443
95,51706,443
95,51706,443
95,51706,443
95,51706,443
95,51706,443
95,51706,443
95,51706,443
95,51706,443
95,51706,443
95,51706,443
95,51706,443
96,51706,443
95,51706,443
95,51706,443
95,51706,443
95,51706,443
95,51706,443
95,51706,443
100,51706,443
95,51706,443
96,51706,443
95,51706,443
95,51706,443
95,51706,443
95,51706,443
96,51706,443
95,51706,443
95,51706,443
95,51706,443
95,51706,443
95,51706,443
95,51706,443
95,51706,443
95,51706,443
95,51706,443
95,51706,443
95,51706,443
95,51706,443
100,51706,443
96,51706,443
95,51706,443
95,51706,443
95,51706,443
96,51706,443
95,51706,443
96,51706,443
95,51706,443
95,51706,443
95,51706,443
96,51706,443
95,51706,443
95,51706,443
95,51706,443
95,51706,443
95,51706,443
488,443,51706
95,51706,443
95,51706,443
95,51706,443
100,51706,443
95,51706,443
95,51706,443
95,51706,443
95,51706,443
95,51706,443
96,51706,443
95,51706,443
95,51706,443
96,51706,443
95,51706,443
95,51706,443
95,51706,443
96,51706,443
95,51706,443
95,51706,443
95,51706,443
96,51706,443
95,51706,443
95,51706,443
100,51706,443
95,51706,443
95,51706,443
95,51706,443
95,51706,443
95,51706,443
95,51706,443
95,51706,443
95,51706,443
95,51706,443
95,51706,443
96,51706,443
95,51706,443
95,51706,443
95,51706,443
95,51706,443
95,51706,443
95,51706,443
95,51706,443
95,51706,443
100,51706,443
95,51706,443
96,51706,443
214,59727,6667
95,51706,443
96,51706,443
1117,443,51706
88,443,51706
89,443,51706
96,51706,443
96,51706,443
97,51706,443
640,51706,443
90,443,51706
114,443,51706
98,51706,443
225,443,51706
85,443,51706
95,51706,443
88,443,51706
54,55996,17301
91,52421,443
96,5353,5353
116,5353,5353
92,443,52421
75,55998,443
86,443,55998
141,62628,443
658,62628,443
144,62628,443
371,443,62628
983,443,62628
116,443,62628
86,443,62628
93,62628,443
84,443,62628
93,62628,443
182,443,62628
94,62628,443
91,62628,443
221,443,62628
97,62628,443
163,443,62628
87,443,62628
798,52421,443
94,62628,443
88,443,62628
99,443,52421
95,52421,443
66,56026,17301
581,443,52421
101,52421,443
85,443,52421
95,52421,443
88,443,52421
66,17301,56026
54,56026,17301
62,56026,17301
54,17301,56026
91,52421,443
88,443,52421
1135,62578,443
95,443,62578
95,62578,443
91,52421,443
143,443,62578
101,62578,443
85,443,62578
95,62578,443
88,443,52421
88,443,62578
91,52421,443
88,443,52421
91,52421,443
88,443,52421
75,56003,443
91,52421,443
86,443,56003
88,443,52421
214,59727,6667
91,52421,443
88,443,52421
91,52421,443
88,443,52421
66,56027,17301
91,52421,443
66,17301,56027
54,56027,17301
82,56027,17301
88,443,52421
54,17301,56027
521,52421,443
95,443,52421
95,52421,443
589,443,52421
101,52421,443
90,443,52421
85,443,52421
94,52421,443
499,52421,443
640,51706,443
75,56010,443
575,443,52421
101,52421,443
89,443,52421
85,443,52421
188,443,51706
98,51706,443
94,51706,443
94,51706,443
94,51706,443
94,51706,443
94,51706,443
95,52421,443
94,51706,443
95,51706,443
95,51706,443
95,443,52421
95,51706,443
95,51706,443
95,51706,443
95,51706,443
95,51706,443
95,51706,443
95,52421,443
95,51706,443
95,51706,443
95,51706,443
95,51706,443
95,51706,443
953,443,51706
100,51706,443
95,51706,443
95,51706,443
95,51706,443
95,51706,443
95,51706,443
95,51706,443
95,51706,443
95,51706,443
95,51706,443
95,51706,443
88,443,52421
95,51706,443
95,51706,443
95,51706,443
95,51706,443
96,51706,443
95,51706,443
95,51706,443
95,51706,443
95,51706,443
100,51706,443
95,51706,443
95,51706,443
95,51706,443
96,51706,443
95,51706,443
95,51706,443
95,51706,443
96,51706,443
86,443,56010
88,443,52421
95,51706,443
95,51706,443
95,51706,443
96,52421,443
95,51706,443
95,51706,443
95,51706,443
95,51706,443
95,51706,443
95,51706,443
95,51706,443
95,51706,443
100,51706,443
95,51706,443
95,51706,443
95,51706,443
95,51706,443
95,51706,443
96,51706,443
95,51706,443
95,51706,443
95,51706,443
95,51706,443
95,51706,443
95,51706,443
95,51706,443
95,51706,443
95,51706,443
95,51706,443
95,51706,443
95,51706,443
95,51706,443
100,51706,443
95,51706,443
95,51706,443
95,51706,443
95,51706,443
95,51706,443
95,51706,443
95,51706,443
95,51706,443
95,51706,443
95,51706,443
95,51706,443
95,51706,443
95,51706,443
95,51706,443
95,51706,443
95,51706,443
95,51706,443
95,51706,443
95,51706,443
100,51706,443
95,51706,443
95,51706,443
95,51706,443
830,443,51706
95,51706,443
88,443,51706
91,52421,443
88,443,52421
55,55527,443
91,52421,443
66,443,55527
88,443,52421
91,52421,443
86,443,52421
86,443,52421
89,443,52421
91,52421,443
89,443,52421
75,56006,443
86,443,56006
91,52421,443
89,443,52421
91,52421,443
89,443,52421
91,52421,443
90,443,52421
91,52421,443
90,443,52421
66,56028,17301
214,59727,6667
66,17301,56028
54,56028,17301
82,56028,17301
91,52421,443
154,17301,56028
54,56028,17301
54,17301,56028
54,56028,17301
91,52421,443
645,51706,443
189,443,51706
98,51706,443
94,51706,443
94,51706,443
94,51706,443
94,51706,443
94,51706,443
94,51706,443
95,51706,443
91,443,52421
95,51706,443
95,51706,443
95,51706,443
95,51706,443
95,51706,443
95,51706,443
95,51706,443
95,51706,443
95,51706,443
95,51706,443
95,51706,443
95,51706,443
100,51706,443
95,51706,443
95,51706,443
95,51706,443
95,51706,443
95,51706,443
95,51706,443
95,51706,443
95,51706,443
95,51706,443
95,51706,443
95,51706,443
95,51706,443
95,51706,443
95,51706,443
95,51706,443
95,51706,443
95,51706,443
595,443,51706
54,17301,56028
95,51706,443
95,51706,443
101,51706,443
645,51706,443
115,443,51706
98,51706,443
226,443,51706
86,443,51706
95,51706,443
88,443,51706
75,56014,443
86,443,56014
54,17301,56028
54,56028,17301
113,443,55662
74,55662,443
74,443,55662
74,55662,443
74,443,55662
75,56017,443
86,443,56017
511,52421,443
98,443,52421
96,52421,443
75,56016,443
86,443,56016
594,443,52421
103,52421,443
89,443,52421
96,52421,443
484,52421,443
577,443,52421
101,52421,443
85,443,52421
95,52421,443
95,443,52421
95,52421,443
88,443,52421
91,52421,443
88,443,52421
75,56009,443
86,443,56009
91,52421,443
88,443,52421
91,52421,443
88,443,52421
75,56019,443
91,52421,443
86,443,56019
88,443,52421
91,52421,443
88,443,52421
645,51706,443
187,443,51706
99,51706,443
94,51706,443
94,51706,443
94,51706,443
94,51706,443
94,51706,443
94,51706,443
95,51706,443
95,51706,443
95,51706,443
95,51706,443
95,51706,443
95,51706,443
95,51706,443
95,51706,443
95,51706,443
95,51706,443
95,51706,443
95,51706,443
95,51706,443
100,51706,443
1172,443,51706
96,51706,443
95,51706,443
95,51706,443
88,443,51706
94,51706,443
94,51706,443
94,51706,443
95,51706,443
95,51706,443
95,51706,443
95,51706,443
95,51706,443
95,51706,443
95,51706,443
95,51706,443
95,51706,443
95,51706,443
95,51706,443
95,51706,443
95,51706,443
100,51706,443
95,51706,443
95,51706,443
95,51706,443
95,51706,443
95,51706,443
95,51706,443
95,51706,443
95,51706,443
95,51706,443
95,51706,443
95,51706,443
95,51706,443
95,51706,443
95,51706,443
95,51706,443
95,51706,443
96,51706,443
95,51706,443
95,51706,443
100,51706,443
91,52421,443
96,51706,443
88,443,51706
88,443,52421
368,443,51706
95,51706,443
95,51706,443
645,51706,443
187,443,51706
98,51706,443
94,51706,443
94,51706,443
94,51706,443
94,51706,443
94,51706,443
94,51706,443
95,51706,443
95,51706,443
95,51706,443
95,51706,443
95,51706,443
95,51706,443
95,51706,443
95,51706,443
95,51706,443
95,51706,443
95,51706,443
95,51706,443
95,51706,443
100,51706,443
95,51706,443
95,51706,443
95,51706,443
95,51706,443
95,51706,443
95,51706,443
95,51706,443
95,51706,443
95,51706,443
95,51706,443
95,51706,443
95,51706,443
95,51706,443
95,51706,443
95,51706,443
93,51706,443
730,443,51706
88,443,51706
95,51706,443
95,51706,443
95,51706,443
645,51706,443
89,443,51706
117,443,51706
98,51706,443
226,443,51706
95,51706,443
86,443,51706
95,51706,443
88,443,51706
91,52421,443
88,443,52421
75,56008,443
86,443,56008
66,56029,17301
91,52421,443
214,59727,6667
88,443,52421
66,17301,56029
54,56029,17301
62,56029,17301
75,56020,443
54,17301,56029
250,56029,17301
54,17301,56029
86,443,56020
66,56030,17301
66,56030,17301
103,61380,3544
91,52421,443
55,55994,443
88,443,52421
66,56031,17301
151,3544,61380
66,443,55994
66,17301,56031
54,56031,17301
82,56031,17301
54,17301,56031
74,443,55998
74,55998,443
66,56030,17301
217,56735,1900
645,51706,443
187,443,51706
98,51706,443
94,51706,443
94,51706,443
94,51706,443
94,51706,443
91,52421,443
94,51706,443
94,51706,443
94,51706,443
94,51706,443
95,51706,443
95,51706,443
95,51706,443
95,51706,443
95,51706,443
95,51706,443
95,51706,443
95,51706,443
95,51706,443
95,51706,443
95,51706,443
100,51706,443
95,51706,443
95,51706,443
96,51706,443
1172,443,51706
95,51706,443
95,51706,443
95,51706,443
95,51706,443
95,51706,443
95,51706,443
95,51706,443
95,51706,443
95,51706,443
95,51706,443
95,51706,443
95,51706,443
95,51706,443
95,51706,443
95,51706,443
96,51706,443
100,51706,443
95,51706,443
91,52421,443
95,51706,443
95,51706,443
95,51706,443
95,51706,443
95,51706,443
95,51706,443
100,51706,443
95,51706,443
95,51706,443
95,51706,443
95,51706,443
95,51706,443
95,51706,443
95,51706,443
95,51706,443
95,51706,443
95,51706,443
88,443,52421
95,51706,443
95,51706,443
95,51706,443
95,51706,443
95,51706,443
95,51706,443
96,51706,443
95,51706,443
95,51706,443
100,51706,443
95,51706,443
95,51706,443
95,51706,443
95,51706,443
95,51706,443
95,51706,443
96,51706,443
93,51706,443
91,52421,443
42,443,52421
42,443,52421
97,51706,443
95,51706,443
94,51706,443
94,51706,443
94,51706,443
94,51706,443
94,51706,443
94,51706,443
95,51706,443
95,51706,443
95,51706,443
96,51706,443
95,51706,443
95,51706,443
95,51706,443
89,443,52421
91,443,52421
95,51706,443
95,51706,443
95,51706,443
95,51706,443
101,51706,443
95,51706,443
95,51706,443
95,51706,443
96,51706,443
95,51706,443
95,51706,443
95,51706,443
95,51706,443
96,51706,443
95,51706,443
95,51706,443
95,51706,443
95,51706,443
95,51706,443
96,51706,443
95,51706,443
95,51706,443
95,51706,443
95,51706,443
101,51706,443
423,443,51706
88,443,51706
95,51706,443
96,51706,443
647,51706,443
88,443,51706
114,443,51706
98,51706,443
225,443,51706
85,443,51706
95,51706,443
86,443,51706
217,56735,1900
217,56735,1900
95,55401,53
95,52647,53
95,63694,53
241,53,55401
321,53,52647
144,53,63694
138,54456,443
360,443,54456
994,443,54456
97,443,54456
86,443,54456
140,54456,443
93,54456,443
541,54456,443
807,54456,443
547,54456,443
807,54456,443
547,54456,443
807,54456,443
547,54456,443
